model_id,author,downloads,likes,pipeline_tag,library_name,created_at,last_modified,tags
openai/whisper-tiny,openai,1429052,432,automatic-speech-recognition,transformers,2022-09-26 06:50:30+00:00,2024-02-29 10:57:33+00:00,"transformers,pytorch,tf,jax,safetensors,whisper,automatic-speech-recognition,audio,hf-asr-leaderboard,en,zh,de,es,ru,ko,fr,ja,pt,tr,pl,ca,nl,ar,sv,it,id,hi,fi,vi,he,uk,el,ms,cs,ro,da,hu,ta,no,th,ur,hr,bg,lt,la,mi,ml,cy,sk,te,fa,lv,bn,sr,az,sl,kn,et,mk,br,eu,is,hy,ne,mn,bs,kk,sq,sw,gl,mr,pa,si,km,sn,yo,so,af,oc,ka,be,tg,sd,gu,am,yi,lo,uz,fo,ht,ps,tk,nn,mt,sa,lb,my,bo,tl,mg,as,tt,haw,ln,ha,ba,jw,su,arxiv:2212.04356,license:apache-2.0,model-index,endpoints_compatible,deploy:azure,region:us"
amazon/chronos-bolt-small,amazon,1422961,19,time-series-forecasting,chronos-forecasting,2024-11-25 09:46:10+00:00,2025-11-21 12:54:10+00:00,"chronos-forecasting,safetensors,t5,time series,forecasting,pretrained models,foundation models,time series foundation models,time-series,time-series-forecasting,arxiv:1910.10683,arxiv:2403.07815,license:apache-2.0,region:us"
google/gemma-3-27b-it,google,1419945,1975,image-text-to-text,transformers,2025-03-01 19:10:19+00:00,2025-03-21 20:29:02+00:00,"transformers,safetensors,gemma3,image-text-to-text,conversational,arxiv:1905.07830,arxiv:1905.10044,arxiv:1911.11641,arxiv:1904.09728,arxiv:1705.03551,arxiv:1911.01547,arxiv:1907.10641,arxiv:1903.00161,arxiv:2009.03300,arxiv:2304.06364,arxiv:2103.03874,arxiv:2110.14168,arxiv:2311.12022,arxiv:2108.07732,arxiv:2107.03374,arxiv:2210.03057,arxiv:2106.03193,arxiv:1910.11856,arxiv:2502.12404,arxiv:2502.21228,arxiv:2404.16816,arxiv:2104.12756,arxiv:2311.16502,arxiv:2203.10244,arxiv:2404.12390,arxiv:1810.12440,arxiv:1908.02660,arxiv:2312.11805,base_model:google/gemma-3-27b-pt,base_model:finetune:google/gemma-3-27b-pt,license:gemma,eval-results,text-generation-inference,endpoints_compatible,region:us"
sentence-transformers/paraphrase-mpnet-base-v2,sentence-transformers,1413301,49,sentence-similarity,sentence-transformers,2022-03-02 23:29:05+00:00,2025-08-19 10:24:29+00:00,"sentence-transformers,pytorch,tf,onnx,safetensors,openvino,mpnet,feature-extraction,sentence-similarity,transformers,text-embeddings-inference,arxiv:1908.10084,doi:10.57967/hf/2004,license:apache-2.0,endpoints_compatible,region:us"
docling-project/docling-layout-heron,docling-project,1412428,43,,,2025-04-15 12:36:48+00:00,2026-02-09 14:36:34+00:00,"safetensors,rt_detr_v2,arxiv:2509.11720,arxiv:2408.09869,license:apache-2.0,region:us"
Marqo/marqo-fashionSigLIP,Marqo,1401892,77,zero-shot-image-classification,open_clip,2024-08-09 01:32:22+00:00,2026-02-18 03:34:31+00:00,"open_clip,onnx,safetensors,siglip,clip,transformers,e-commerce,fashion,multimodal retrieval,transformers.js,zero-shot-image-classification,custom_code,en,license:apache-2.0,region:us"
stabilityai/stable-diffusion-xl-base-1.0,stabilityai,1393831,7806,text-to-image,diffusers,2023-07-25 13:25:51+00:00,2023-10-30 16:03:47+00:00,"diffusers,onnx,safetensors,text-to-image,stable-diffusion,arxiv:2307.01952,arxiv:2211.01324,arxiv:2108.01073,arxiv:2112.10752,license:openrail++,endpoints_compatible,diffusers:StableDiffusionXLPipeline,deploy:azure,region:us"
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,nvidia,1392892,761,text-generation,transformers,2025-12-04 03:37:11+00:00,2026-03-15 04:25:53+00:00,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,conversational,custom_code,en,es,fr,de,ja,it,dataset:nvidia/Nemotron-Pretraining-Code-v1,dataset:nvidia/Nemotron-CC-v2,dataset:nvidia/Nemotron-Pretraining-SFT-v1,dataset:nvidia/Nemotron-CC-Math-v1,dataset:nvidia/Nemotron-Pretraining-Code-v2,dataset:nvidia/Nemotron-Pretraining-Specialized-v1,dataset:nvidia/Nemotron-CC-v2.1,dataset:nvidia/Nemotron-CC-Code-v1,dataset:nvidia/Nemotron-Pretraining-Dataset-sample,dataset:nvidia/Nemotron-Competitive-Programming-v1,dataset:nvidia/Nemotron-Math-v2,dataset:nvidia/Nemotron-Agentic-v1,dataset:nvidia/Nemotron-Math-Proofs-v1,dataset:nvidia/Nemotron-Instruction-Following-Chat-v1,dataset:nvidia/Nemotron-Science-v1,dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend,arxiv:2512.20848,arxiv:2512.20856,license:other,eval-results,endpoints_compatible,deploy:azure,region:us"
HuggingFaceTB/SmolLM2-135M,HuggingFaceTB,1391759,199,text-generation,transformers,2024-10-31 00:46:04+00:00,2025-02-06 10:34:41+00:00,"transformers,safetensors,llama,text-generation,en,arxiv:2502.02737,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
ibm-research/PowerMoE-3b,ibm-research,1391487,21,text-generation,transformers,2024-08-14 18:44:21+00:00,2024-09-24 22:04:31+00:00,"transformers,safetensors,granitemoe,text-generation,arxiv:2408.13359,license:apache-2.0,model-index,region:us"
Comfy-Org/Qwen-Image_ComfyUI,Comfy-Org,1382006,427,,diffusion-single-file,2025-08-05 02:44:50+00:00,2026-06-06 09:11:16+00:00,"diffusion-single-file,comfyui,license:apache-2.0,region:us"
daekeun-ml/koelectra-small-v3-nsmc,daekeun-ml,1381817,6,text-classification,transformers,2022-03-02 23:29:05+00:00,2025-03-09 21:39:03+00:00,"transformers,pytorch,safetensors,electra,text-classification,classification,ko,dataset:nsmc,license:mit,endpoints_compatible,region:us"
jonatasgrosman/wav2vec2-large-xlsr-53-japanese,jonatasgrosman,1380935,57,automatic-speech-recognition,transformers,2022-03-02 23:29:05+00:00,2022-12-14 01:58:09+00:00,"transformers,pytorch,jax,wav2vec2,automatic-speech-recognition,audio,speech,xlsr-fine-tuning-week,ja,dataset:common_voice,doi:10.57967/hf/3568,license:apache-2.0,model-index,endpoints_compatible,deploy:azure,region:us"
google/siglip-so400m-patch14-384,google,1372321,675,zero-shot-image-classification,transformers,2024-01-08 13:38:32+00:00,2024-09-26 08:21:46+00:00,"transformers,safetensors,siglip,zero-shot-image-classification,vision,arxiv:2303.15343,arxiv:2305.13035,arxiv:2209.06794,license:apache-2.0,endpoints_compatible,region:us"
Comfy-Org/flux2-dev,Comfy-Org,1358822,258,,diffusion-single-file,2025-11-25 02:18:57+00:00,2026-01-10 04:45:01+00:00,"diffusion-single-file,comfyui,license:other,region:us"
dslim/bert-base-NER,dslim,1357700,718,token-classification,transformers,2022-03-02 23:29:05+00:00,2024-10-08 07:51:39+00:00,"transformers,pytorch,tf,jax,onnx,safetensors,bert,token-classification,en,dataset:conll2003,arxiv:1810.04805,license:mit,model-index,endpoints_compatible,deploy:azure,region:us"
TrustSafeAI/RADAR-Vicuna-7B,TrustSafeAI,1354402,13,text-classification,transformers,2023-06-24 03:16:04+00:00,2023-11-07 17:18:27+00:00,"transformers,pytorch,roberta,text-classification,arxiv:1907.11692,arxiv:2307.03838,endpoints_compatible,deploy:azure,region:us"
cyankiwi/Qwen3.6-35B-A3B-AWQ-4bit,cyankiwi,1351466,75,image-text-to-text,transformers,2026-04-16 23:31:38+00:00,2026-05-30 10:14:35+00:00,"transformers,safetensors,qwen3_5_moe,image-text-to-text,conversational,base_model:Qwen/Qwen3.6-35B-A3B,base_model:quantized:Qwen/Qwen3.6-35B-A3B,license:apache-2.0,endpoints_compatible,4-bit,awq,deploy:azure,region:us"
meta-llama/Meta-Llama-3-8B-Instruct,meta-llama,1347669,4587,text-generation,transformers,2024-04-17 09:35:12+00:00,2025-06-18 23:49:51+00:00,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,license:llama3,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
rizvandwiki/gender-classification,rizvandwiki,1336972,60,image-classification,transformers,2022-12-06 08:53:43+00:00,2023-05-18 11:16:33+00:00,"transformers,pytorch,tensorboard,safetensors,vit,image-classification,huggingpics,model-index,endpoints_compatible,region:us"
Qwen/Qwen3Guard-Gen-0.6B,Qwen,1334225,73,text-generation,transformers,2025-09-23 11:35:17+00:00,2025-11-07 08:10:53+00:00,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2510.14276,base_model:Qwen/Qwen3-0.6B,base_model:finetune:Qwen/Qwen3-0.6B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
Systran/faster-whisper-base,Systran,1331606,28,automatic-speech-recognition,ctranslate2,2023-11-23 09:52:40+00:00,2023-11-23 11:02:28+00:00,"ctranslate2,audio,automatic-speech-recognition,en,zh,de,es,ru,ko,fr,ja,pt,tr,pl,ca,nl,ar,sv,it,id,hi,fi,vi,he,uk,el,ms,cs,ro,da,hu,ta,no,th,ur,hr,bg,lt,la,mi,ml,cy,sk,te,fa,lv,bn,sr,az,sl,kn,et,mk,br,eu,is,hy,ne,mn,bs,kk,sq,sw,gl,mr,pa,si,km,sn,yo,so,af,oc,ka,be,tg,sd,gu,am,yi,lo,uz,fo,ht,ps,tk,nn,mt,sa,lb,my,bo,tl,mg,as,tt,haw,ln,ha,ba,jw,su,license:mit,region:us"
cardiffnlp/twitter-xlm-roberta-base-sentiment,cardiffnlp,1320137,263,text-classification,transformers,2022-03-02 23:29:05+00:00,2023-07-19 20:41:38+00:00,"transformers,pytorch,tf,xlm-roberta,text-classification,multilingual,arxiv:2104.12250,endpoints_compatible,deploy:azure,region:us"
Qwen/Qwen3.5-122B-A10B-FP8,Qwen,1317165,103,image-text-to-text,transformers,2026-02-25 13:01:23+00:00,2026-04-24 05:56:01+00:00,"transformers,safetensors,qwen3_5_moe,image-text-to-text,conversational,base_model:Qwen/Qwen3.5-122B-A10B,base_model:quantized:Qwen/Qwen3.5-122B-A10B,license:apache-2.0,endpoints_compatible,fp8,deploy:azure,region:us"
KomeijiForce/bart-large-emojilm,KomeijiForce,1312901,0,text-generation,transformers,2023-11-06 02:18:38+00:00,2023-11-10 22:21:05+00:00,"transformers,pytorch,bart,text2text-generation,en,dataset:KomeijiForce/Text2Emoji,arxiv:2311.01751,endpoints_compatible,region:us"
zai-org/GLM-5.1-FP8,zai-org,1310066,110,text-generation,transformers,2026-04-03 09:29:04+00:00,2026-04-16 06:12:42+00:00,"transformers,safetensors,glm_moe_dsa,text-generation,conversational,en,zh,arxiv:2602.15763,license:mit,eval-results,endpoints_compatible,fp8,region:us"
cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder,1294456,75,text-ranking,sentence-transformers,2022-06-01 08:27:31+00:00,2025-04-15 08:03:02+00:00,"sentence-transformers,pytorch,onnx,safetensors,openvino,xlm-roberta,text-classification,transformers,text-ranking,en,ar,zh,nl,fr,de,hi,in,it,ja,pt,ru,es,vi,multilingual,dataset:unicamp-dl/mmarco,base_model:nreimers/mMiniLMv2-L12-H384-distilled-from-XLMR-Large,base_model:quantized:nreimers/mMiniLMv2-L12-H384-distilled-from-XLMR-Large,license:apache-2.0,text-embeddings-inference,endpoints_compatible,deploy:azure,region:us"
meta-llama/Meta-Llama-3-8B,meta-llama,1293492,6569,text-generation,transformers,2024-04-17 09:35:16+00:00,2024-09-27 15:52:33+00:00,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,license:llama3,eval-results,text-generation-inference,endpoints_compatible,region:us"
datajuicer/LLaMA-1B-dj-refine-150B,datajuicer,1282523,3,text-generation,transformers,2023-10-30 10:08:31+00:00,2023-11-10 10:20:45+00:00,"transformers,pytorch,llama,text-generation,dataset:datajuicer/redpajama-wiki-refined-by-data-juicer,dataset:datajuicer/redpajama-arxiv-refined-by-data-juicer,dataset:datajuicer/redpajama-c4-refined-by-data-juicer,dataset:datajuicer/redpajama-book-refined-by-data-juicer,dataset:datajuicer/redpajama-cc-2019-30-refined-by-data-juicer,dataset:datajuicer/redpajama-cc-2020-05-refined-by-data-juicer,dataset:datajuicer/redpajama-cc-2021-04-refined-by-data-juicer,dataset:datajuicer/redpajama-cc-2022-05-refined-by-data-juicer,dataset:datajuicer/redpajama-cc-2023-06-refined-by-data-juicer,dataset:datajuicer/redpajama-pile-stackexchange-refined-by-data-juicer,dataset:datajuicer/redpajama-stack-code-refined-by-data-juicer,dataset:datajuicer/the-pile-nih-refined-by-data-juicer,dataset:datajuicer/the-pile-europarl-refined-by-data-juicer,dataset:datajuicer/the-pile-philpaper-refined-by-data-juicer,dataset:datajuicer/the-pile-pubmed-abstracts-refined-by-data-juicer,dataset:datajuicer/the-pile-pubmed-central-refined-by-data-juicer,dataset:datajuicer/the-pile-freelaw-refined-by-data-juicer,dataset:datajuicer/the-pile-hackernews-refined-by-data-juicer,dataset:datajuicer/the-pile-uspto-refined-by-data-juicer,arxiv:2309.02033,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
audeering/wav2vec2-large-robust-24-ft-age-gender,audeering,1275079,53,audio-classification,transformers,2023-09-04 11:50:44+00:00,2025-03-24 10:02:24+00:00,"transformers,pytorch,safetensors,wav2vec2,speech,audio,audio-classification,age-recognition,gender-recognition,dataset:agender,dataset:mozillacommonvoice,dataset:timit,dataset:voxceleb2,arxiv:2306.16962,base_model:facebook/wav2vec2-large-robust,base_model:finetune:facebook/wav2vec2-large-robust,license:cc-by-nc-sa-4.0,endpoints_compatible,region:us"
meta-llama/Llama-3.1-8B,meta-llama,1270271,2249,text-generation,transformers,2024-07-14 22:20:15+00:00,2024-10-16 22:00:37+00:00,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,license:llama3.1,eval-results,text-generation-inference,endpoints_compatible,region:us"
BAAI/bge-multilingual-gemma2,BAAI,1260872,202,feature-extraction,sentence-transformers,2024-07-25 16:55:46+00:00,2025-10-13 05:08:56+00:00,"sentence-transformers,safetensors,gemma2,feature-extraction,sentence-similarity,transformers,mteb,arxiv:2402.03216,arxiv:2309.07597,license:gemma,model-index,endpoints_compatible,deploy:azure,region:us"
cross-encoder/ms-marco-MiniLM-L2-v2,cross-encoder,1260190,14,text-ranking,sentence-transformers,2022-03-02 23:29:05+00:00,2025-08-29 14:36:35+00:00,"sentence-transformers,pytorch,jax,onnx,safetensors,openvino,bert,text-classification,transformers,text-ranking,en,dataset:sentence-transformers/msmarco,base_model:cross-encoder/ms-marco-MiniLM-L12-v2,base_model:quantized:cross-encoder/ms-marco-MiniLM-L12-v2,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
nomic-ai/nomic-embed-vision-v1.5,nomic-ai,1250947,219,image-feature-extraction,transformers,2024-06-01 23:42:03+00:00,2025-03-31 17:40:39+00:00,"transformers,onnx,safetensors,nomic_bert,image-feature-extraction,custom_code,en,arxiv:2406.18587,arxiv:2111.07991,license:apache-2.0,region:us"
unslothai/1,unslothai,1248796,1,feature-extraction,transformers,2024-07-14 03:05:31+00:00,2024-07-14 03:07:01+00:00,"transformers,safetensors,llama,feature-extraction,endpoints_compatible,deploy:azure,region:us"
google/siglip-base-patch16-224,google,1243149,83,zero-shot-image-classification,transformers,2023-09-30 18:22:03+00:00,2024-09-26 08:20:18+00:00,"transformers,pytorch,safetensors,siglip,zero-shot-image-classification,vision,arxiv:2303.15343,arxiv:2209.06794,license:apache-2.0,endpoints_compatible,region:us"
facebook/esm2_t6_8M_UR50D,facebook,1233275,34,fill-mask,transformers,2022-09-26 18:44:55+00:00,2023-03-21 15:05:17+00:00,"transformers,pytorch,tf,safetensors,esm,fill-mask,license:mit,endpoints_compatible,deploy:azure,region:us"
prajjwal1/bert-tiny,prajjwal1,1230743,146,,transformers,2022-03-02 23:29:05+00:00,2021-10-27 18:29:01+00:00,"transformers,pytorch,BERT,MNLI,NLI,transformer,pre-training,en,arxiv:1908.08962,arxiv:2110.01518,license:mit,endpoints_compatible,region:us"
microsoft/TRELLIS-image-large,microsoft,1230267,653,image-to-3d,trellis,2024-12-02 13:02:21+00:00,2024-12-06 16:39:24+00:00,"trellis,image-to-3d,en,arxiv:2412.01506,license:mit,region:us"
prithivida/parrot_paraphraser_on_T5,prithivida,1229160,161,,transformers,2022-03-02 23:29:05+00:00,2021-05-18 07:53:27+00:00,"transformers,pytorch,t5,text2text-generation,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
shibing624/text2vec-base-chinese,shibing624,1218478,796,sentence-similarity,sentence-transformers,2022-03-02 23:29:05+00:00,2024-11-14 06:26:28+00:00,"sentence-transformers,pytorch,onnx,safetensors,openvino,bert,Sentence Transformers,sentence-similarity,zh,dataset:shibing624/nli_zh,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
StanfordAIMI/stanford-deidentifier-base,StanfordAIMI,1209317,81,token-classification,transformers,2022-06-16 18:24:42+00:00,2024-10-09 17:55:36+00:00,"transformers,pytorch,bert,token-classification,sequence-tagger-model,pubmedbert,uncased,radiology,biomedical,bdf-toolbox,en,dataset:radreports,license:mit,endpoints_compatible,deploy:azure,region:us"
nvidia/DeepSeek-R1-0528-NVFP4-v2,nvidia,1199153,23,text-generation,Model Optimizer,2025-07-21 21:33:03+00:00,2025-09-02 21:08:06+00:00,"Model Optimizer,safetensors,deepseek_v3,nvidia,ModelOpt,DeepSeekR1,quantized,FP4,text-generation,conversational,custom_code,base_model:deepseek-ai/DeepSeek-R1-0528,base_model:finetune:deepseek-ai/DeepSeek-R1-0528,license:mit,8-bit,region:us"
microsoft/Phi-4-mini-instruct,microsoft,1194286,763,text-generation,transformers,2025-02-19 01:00:58+00:00,2025-12-10 20:24:40+00:00,"transformers,safetensors,phi3,text-generation,nlp,code,conversational,custom_code,multilingual,ar,zh,cs,da,nl,en,fi,fr,de,he,hu,it,ja,ko,no,pl,pt,ru,es,sv,th,tr,uk,arxiv:2503.01743,license:mit,eval-results,text-generation-inference,endpoints_compatible,region:us"
ai21labs/Jamba-tiny-dev,ai21labs,1180501,14,,,2024-09-03 09:12:56+00:00,2024-10-01 08:48:15+00:00,"safetensors,jamba,license:apache-2.0,region:us"
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,QuantTrio,1177606,43,text-generation,transformers,2025-10-04 05:17:19+00:00,2025-10-08 14:25:49+00:00,"transformers,safetensors,qwen3_vl_moe,image-text-to-text,AWQ,vLLM,text-generation,conversational,arxiv:2505.09388,arxiv:2502.13923,arxiv:2409.12191,arxiv:2308.12966,base_model:Qwen/Qwen3-VL-30B-A3B-Instruct,base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Instruct,license:apache-2.0,endpoints_compatible,4-bit,awq,region:us"
Qwen/Qwen2.5-1.5B,Qwen,1174269,185,text-generation,transformers,2024-09-15 12:16:50+00:00,2024-10-08 10:56:50+00:00,"transformers,safetensors,qwen2,text-generation,conversational,en,arxiv:2407.10671,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
unsloth/Qwen3.6-27B-GGUF,unsloth,1164934,778,image-text-to-text,transformers,2026-04-22 05:43:37+00:00,2026-04-22 16:01:39+00:00,"transformers,gguf,unsloth,qwen,qwen3_5,image-text-to-text,base_model:Qwen/Qwen3.6-27B,base_model:quantized:Qwen/Qwen3.6-27B,license:apache-2.0,endpoints_compatible,region:us,imatrix,conversational"
Alibaba-NLP/gte-multilingual-base,Alibaba-NLP,1164591,364,sentence-similarity,sentence-transformers,2024-07-20 08:37:28+00:00,2025-07-05 01:38:16+00:00,"sentence-transformers,safetensors,new,image-feature-extraction,mteb,transformers,multilingual,sentence-similarity,text-embeddings-inference,custom_code,af,ar,az,be,bg,bn,ca,ceb,cs,cy,da,de,el,en,es,et,eu,fa,fi,fr,gl,gu,he,hi,hr,ht,hu,hy,id,is,it,ja,jv,ka,kk,km,kn,ko,ky,lo,lt,lv,mk,ml,mn,mr,ms,my,ne,nl,no,pa,pl,pt,qu,ro,ru,si,sk,sl,so,sq,sr,sv,sw,ta,te,th,tl,tr,uk,ur,vi,yo,zh,arxiv:2407.19669,arxiv:2210.09984,arxiv:2402.03216,arxiv:2007.15207,arxiv:2104.08663,arxiv:2402.07440,license:apache-2.0,model-index,endpoints_compatible,deploy:azure,region:us"
openai/clip-vit-base-patch16,openai,1160034,163,zero-shot-image-classification,transformers,2022-03-02 23:29:05+00:00,2022-10-04 09:42:28+00:00,"transformers,pytorch,jax,clip,zero-shot-image-classification,vision,arxiv:2103.00020,arxiv:1908.04913,endpoints_compatible,region:us"
microsoft/table-transformer-structure-recognition,microsoft,1148578,217,object-detection,transformers,2022-10-14 09:19:57+00:00,2023-09-06 14:50:49+00:00,"transformers,pytorch,safetensors,table-transformer,object-detection,arxiv:2110.00061,license:mit,endpoints_compatible,deploy:azure,region:us"
